regcode,provcode,citycode,regcode_9,provcode_9,citycode_9,cityname,geographic_level,old_names,cityclass,incomeclass,addedby,UserLevelID,dateupdated,status
3,3314,331400,3,371,37107,CITY OF OLONGAPO,City,,HUC,1st,ims,0,,A
3,3071,307108,3,371,37108,PALAUIG,Mun,,,3rd,ims,0,,A
3,3071,307109,3,371,37109,SAN ANTONIO,Mun,,,2nd,ims,0,,A
3,3071,307110,3,371,37110,SAN FELIPE,Mun,,,4th,ims,0,,A
3,3071,307111,3,371,37111,SAN MARCELINO,Mun,,,1st,ims,0,,A
3,3071,307112,3,371,37112,SAN NARCISO,Mun,,,4th,ims,0,,A
3,3071,307113,3,371,37113,SANTA CRUZ,Mun,,,1st,ims,0,,A
3,3071,307114,3,371,37114,SUBIC,Mun,,,1st,ims,0,,A
3,3077,307701,3,377,37701,BALER (CAPITAL),Mun,,,3rd,ims,0,,A
3,3077,307702,3,377,37702,CASIGURAN,Mun,,,2nd,ims,0,,A
3,3077,307703,3,377,37703,DILASAG,Mun,,,3rd,ims,0,,A
3,3077,307704,3,377,37704,DINALUNGAN,Mun,,,4th,ims,0,,A
3,3077,307705,3,377,37705,DINGALAN,Mun,,,3rd,ims,0,,A
3,3077,307706,3,377,37706,DIPACULAO,Mun,,,3rd,ims,0,,A
3,3077,307707,3,377,37707,MARIA AURORA,Mun,,,2nd,ims,0,,A
3,3077,307708,3,377,37708,SAN LUIS,Mun,,,2nd,ims,0,,A
4,4010,401001,4,410,41001,AGONCILLO,Mun,,,4th,ims,0,,A
4,4010,401002,4,410,41002,ALITAGTAG,Mun,,,4th,ims,0,,A
4,4010,401003,4,410,41003,BALAYAN,Mun,,,1st,ims,0,,A
4,4010,401004,4,410,41004,BALETE,Mun,,,5th,ims,0,,A
4,4010,401005,4,410,41005,BATANGAS CITY (CAPITAL),City,,CC,1st,ims,0,,A
4,4010,401006,4,410,41006,BAUAN,Mun,,,1st,ims,0,,A
4,4010,401007,4,410,41007,CITY OF CALACA,City,,,1st,ims,0,,A
4,4010,401008,4,410,41008,CALATAGAN,Mun,,,2nd,ims,0,,A
4,4010,401009,4,410,41009,CUENCA,Mun,,,4th,ims,0,,A
4,4010,401010,4,410,41010,IBAAN,Mun,,,2nd,ims,0,,A
4,4010,401011,4,410,41011,LAUREL,Mun,,,3rd,ims,0,,A
4,4010,401012,4,410,41012,LEMERY,Mun,,,1st,ims,0,,A
4,4010,401013,4,410,41013,LIAN,Mun,,,3rd,ims,0,,A
4,4010,401014,4,410,41014,CITY OF LIPA,City,,CC,1st,ims,0,,A
4,4010,401015,4,410,41015,LOBO,Mun,,,3rd,ims,0,,A
4,4010,401016,4,410,41016,MABINI,Mun,,,1st,ims,0,,A
4,4010,401017,4,410,41017,MALVAR,Mun,,,2nd,ims,0,,A
4,4010,401018,4,410,41018,MATAASNAKAHOY,Mun,,,4th,ims,0,,A
4,4010,401019,4,410,41019,NASUGBU,Mun,,,1st,ims,0,,A
4,4010,401020,4,410,41020,PADRE GARCIA,Mun,,,2nd,ims,0,,A
4,4010,401021,4,410,41021,ROSARIO,Mun,,,1st,ims,0,,A
4,4010,401022,4,410,41022,SAN JOSE,Mun,,,1st,ims,0,,A
4,4010,401023,4,410,41023,SAN JUAN,Mun,,,1st,ims,0,,A
4,4010,401024,4,410,41024,SAN LUIS,Mun,,,4th,ims,0,,A
4,4010,401025,4,410,41025,SAN NICOLAS,Mun,,,5th,ims,0,,A
4,4010,401026,4,410,41026,SAN PASCUAL,Mun,,,1st,ims,0,,A
4,4010,401027,4,410,41027,SANTA TERESITA,Mun,,,5th,ims,0,,A
4,4010,401028,4,410,41028,CITY OF STO. TOMAS,City,,CC,1st (as Mu,ims,0,,A
4,4010,401029,4,410,41029,TAAL,Mun,,,3rd,ims,0,,A
4,4010,401030,4,410,41030,TALISAY,Mun,,,3rd,ims,0,,A
4,4010,401031,4,410,41031,CITY OF TANAUAN,City,,CC,2nd,ims,0,,A
4,4010,401032,4,410,41032,TAYSAN,Mun,,,2nd,ims,0,,A
4,4010,401033,4,410,41033,TINGLOY,Mun,,,5th,ims,0,,A
4,4010,401034,4,410,41034,TUY,Mun,,,3rd,ims,0,,A
4,4021,402101,4,421,42101,ALFONSO,Mun,,,1st,ims,0,,A
4,4021,402102,4,421,42102,AMADEO,Mun,,,4th,ims,0,,A
4,4021,402103,4,421,42103,CITY OF BACOOR,City,,CC,1st (as Mu,ims,0,,A
4,4021,402104,4,421,42104,CARMONA,City,,,1st,ims,0,,A
4,4021,402105,4,421,42105,CITY OF CAVITE,City,,CC,4th,ims,0,,A
4,4021,402106,4,421,42106,CITY OF DASMARI?AS,City,,CC,1st (as Mu,ims,0,,A
4,4021,402107,4,421,42107,GENERAL EMILIO AGUINALDO,Mun,,,5th,ims,0,,A
4,4021,402108,4,421,42108,CITY OF GENERAL TRIAS,City,,CC,1st (as Mu,ims,0,,A
4,4021,402109,4,421,42109,CITY OF IMUS,City,,CC,3rd,ims,0,,A
4,4021,402110,4,421,42110,INDANG,Mun,,,1st,ims,0,,A
4,4021,402111,4,421,42111,KAWIT,Mun,,,1st,ims,0,,A
4,4021,402112,4,421,42112,MAGALLANES,Mun,,,4th,ims,0,,A
4,4021,402113,4,421,42113,MARAGONDON,Mun,,,3rd,ims,0,,A
4,4021,402114,4,421,42114,MENDEZ,Mun,Mendez-Nu?ez,,4th,ims,0,,A
4,4021,402115,4,421,42115,NAIC,Mun,,,1st,ims,0,,A
4,4021,402116,4,421,42116,NOVELETA,Mun,,,3rd,ims,0,,A
4,4021,402117,4,421,42117,ROSARIO,Mun,,,1st,ims,0,,A
4,4021,402118,4,421,42118,SILANG,Mun,,,1st,ims,0,,A
4,4021,402119,4,421,42119,CITY OF TAGAYTAY,City,,CC,2nd,ims,0,,A
4,4021,402120,4,421,42120,TANZA,Mun,,,1st,ims,0,,A
4,4021,402121,4,421,42121,TERNATE,Mun,,,4th,ims,0,,A
4,4021,402122,4,421,42122,CITY OF TRECE MARTIRES (CAPITAL),City,,CC,4th,ims,0,,A
4,4021,402123,4,421,42123,GEN. MARIANO ALVAREZ,Mun,,,1st,ims,0,,A
4,4034,403401,4,434,43401,ALAMINOS,Mun,,,3rd,ims,0,,A
4,4034,403402,4,434,43402,BAY,Mun,,,2nd,ims,0,,A
4,4034,403403,4,434,43403,CITY OF BI?AN,City,,CC,1st (as Mu,ims,0,,A
4,4034,403404,4,434,43404,CITY OF CABUYAO,City,,CC,1st (as Mu,ims,0,,A
4,4034,403405,4,434,43405,CITY OF CALAMBA,City,,CC,1st,ims,0,,A
4,4034,403406,4,434,43406,CALAUAN,Mun,,,2nd,ims,0,,A
4,4034,403407,4,434,43407,CAVINTI,Mun,,,3rd,ims,0,,A
4,4034,403408,4,434,43408,FAMY,Mun,,,5th,ims,0,,A
4,4034,403409,4,434,43409,KALAYAAN,Mun,,,3rd,ims,0,,A
4,4034,403410,4,434,43410,LILIW,Mun,,,4th,ims,0,,A
4,4034,403411,4,434,43411,LOS BA?OS,Mun,,,1st,ims,0,,A
4,4034,403412,4,434,43412,LUISIANA,Mun,,,4th,ims,0,,A
4,4034,403413,4,434,43413,LUMBAN,Mun,,,3rd,ims,0,,A
4,4034,403414,4,434,43414,MABITAC,Mun,,,5th,ims,0,,A
4,4034,403415,4,434,43415,MAGDALENA,Mun,,,4th,ims,0,,A
4,4034,403416,4,434,43416,MAJAYJAY,Mun,,,4th,ims,0,,A
4,4034,403417,4,434,43417,NAGCARLAN,Mun,,,2nd,ims,0,,A
4,4034,403418,4,434,43418,PAETE,Mun,,,4th,ims,0,,A
4,4034,403419,4,434,43419,PAGSANJAN,Mun,,,3rd,ims,0,,A
4,4034,403420,4,434,43420,PAKIL,Mun,,,5th,ims,0,,A
4,4034,403421,4,434,43421,PANGIL,Mun,,,4th,ims,0,,A
4,4034,403422,4,434,43422,PILA,Mun,,,3rd,ims,0,,A
4,4034,403423,4,434,43423,RIZAL,Mun,,,5th,ims,0,,A
4,4034,403424,4,434,43424,CITY OF SAN PABLO,City,,CC,1st,ims,0,,A
4,4034,403425,4,434,43425,CITY OF SAN PEDRO,City,,CC,3rd,ims,0,,A
4,4034,403426,4,434,43426,SANTA CRUZ (CAPITAL),Mun,,,1st,ims,0,,A
4,4034,403427,4,434,43427,SANTA MARIA,Mun,,,4th,ims,0,,A
4,4034,403428,4,434,43428,CITY OF SANTA ROSA,City,,CC,1st,ims,0,,A
4,4034,403429,4,434,43429,SINILOAN,Mun,,,2nd,ims,0,,A
4,4034,403430,4,434,43430,VICTORIA,Mun,,,4th,ims,0,,A
4,4056,405601,4,456,45601,AGDANGAN,Mun,,,5th,ims,0,,A
4,4056,405602,4,456,45602,ALABAT,Mun,,,5th,ims,0,,A
4,4056,405603,4,456,45603,ATIMONAN,Mun,,,1st,ims,0,,A
4,4056,405605,4,456,45605,BUENAVISTA,Mun,,,4th,ims,0,,A
4,4056,405606,4,456,45606,BURDEOS,Mun,,,4th,ims,0,,A
4,4056,405607,4,456,45607,CALAUAG,Mun,,,1st,ims,0,,A
4,4056,405608,4,456,45608,CANDELARIA,Mun,,,1st,ims,0,,A
4,4056,405610,4,456,45610,CATANAUAN,Mun,,,1st,ims,0,,A
4,4056,405615,4,456,45615,DOLORES,Mun,,,4th,ims,0,,A
4,4056,405616,4,456,45616,GENERAL LUNA,Mun,,,4th,ims,0,,A
4,4056,405617,4,456,45617,GENERAL NAKAR,Mun,,,1st,ims,0,,A
4,4056,405618,4,456,45618,GUINAYANGAN,Mun,,,3rd,ims,0,,A
4,4056,405619,4,456,45619,GUMACA,Mun,,,1st,ims,0,,A
4,4056,405620,4,456,45620,INFANTA,Mun,,,1st,ims,0,,A
4,4056,405621,4,456,45621,JOMALIG,Mun,,,5th,ims,0,,A
4,4056,405622,4,456,45622,LOPEZ,Mun,,,1st,ims,0,,A
4,4056,405623,4,456,45623,LUCBAN,Mun,,,2nd,ims,0,,A
4,4312,431200,4,456,45624,CITY OF LUCENA (CAPITAL),City,,HUC,2nd,ims,0,,A
4,4056,405625,4,456,45625,MACALELON,Mun,,,4th,ims,0,,A
4,4056,405627,4,456,45627,MAUBAN,Mun,,,1st,ims,0,,A
4,4056,405628,4,456,45628,MULANAY,Mun,,,1st,ims,0,,A
4,4056,405629,4,456,45629,PADRE BURGOS,Mun,,,4th,ims,0,,A
4,4056,405630,4,456,45630,PAGBILAO,Mun,,,1st,ims,0,,A
4,4056,405631,4,456,45631,PANUKULAN,Mun,,,4th,ims,0,,A
4,4056,405632,4,456,45632,PATNANUNGAN,Mun,,,5th,ims,0,,A
4,4056,405633,4,456,45633,PEREZ,Mun,,,5th,ims,0,,A
4,4056,405634,4,456,45634,PITOGO,Mun,,,4th,ims,0,,A
4,4056,405635,4,456,45635,PLARIDEL,Mun,,,5th,ims,0,,A
4,4056,405636,4,456,45636,POLILLO,Mun,,,3rd,ims,0,,A
4,4056,405637,4,456,45637,QUEZON,Mun,,,5th,ims,0,,A
4,4056,405638,4,456,45638,REAL,Mun,,,1st,ims,0,,A
4,4056,405639,4,456,45639,SAMPALOC,Mun,,,5th,ims,0,,A
4,4056,405640,4,456,45640,SAN ANDRES,Mun,,,4th,ims,0,,A
4,4056,405641,4,456,45641,SAN ANTONIO,Mun,,,4th,ims,0,,A
4,4056,405642,4,456,45642,SAN FRANCISCO,Mun,Aurora,,2nd,ims,0,,A
4,4056,405644,4,456,45644,SAN NARCISO,Mun,,,3rd,ims,0,,A
4,4056,405645,4,456,45645,SARIAYA,Mun,,,1st,ims,0,,A
4,4056,405646,4,456,45646,TAGKAWAYAN,Mun,,,1st,ims,0,,A
4,4056,405647,4,456,45647,CITY OF TAYABAS,City,,CC,6th,ims,0,,A
4,4056,405648,4,456,45648,TIAONG,Mun,,,1st,ims,0,,A
4,4056,405649,4,456,45649,UNISAN,Mun,,,4th,ims,0,,A
4,4058,405801,4,458,45801,ANGONO,Mun,,,1st,ims,0,,A
4,4058,405802,4,458,45802,CITY OF ANTIPOLO (CAPITAL),City,,CC,1st,ims,0,,A
4,4058,405803,4,458,45803,BARAS,Mun,,,4th,ims,0,,A
4,4058,405804,4,458,45804,BINANGONAN,Mun,,,1st,ims,0,,A
4,4058,405805,4,458,45805,CAINTA,Mun,,,1st,ims,0,,A
4,4058,405806,4,458,45806,CARDONA,Mun,,,3rd,ims,0,,A
4,4058,405807,4,458,45807,JALA-JALA,Mun,,,4th,ims,0,,A
4,4058,405808,4,458,45808,RODRIGUEZ,Mun,Montalban,,1st,ims,0,,A
4,4058,405809,4,458,45809,MORONG,Mun,,,2nd,ims,0,,A
4,4058,405810,4,458,45810,PILILLA,Mun,,,1st,ims,0,,A
4,4058,405811,4,458,45811,SAN MATEO,Mun,,,1st,ims,0,,A
4,4058,405812,4,458,45812,TANAY,Mun,,,1st,ims,0,,A
4,4058,405813,4,458,45813,TAYTAY,Mun,,,1st,ims,0,,A
4,4058,405814,4,458,45814,TERESA,Mun,,,2nd,ims,0,,A
17,17040,1704001,17,1740,174001,BOAC (CAPITAL),Mun,,,1st,ims,0,,A
17,17040,1704002,17,1740,174002,BUENAVISTA,Mun,,,4th,ims,0,,A
17,17040,1704003,17,1740,174003,GASAN,Mun,,,3rd,ims,0,,A
17,17040,1704004,17,1740,174004,MOGPOG,Mun,,,3rd,ims,0,,A
17,17040,1704005,17,1740,174005,SANTA CRUZ,Mun,,,1st,ims,0,,A
17,17040,1704006,17,1740,174006,TORRIJOS,Mun,,,3rd,ims,0,,A
17,17051,1705101,17,1751,175101,ABRA DE ILOG,Mun,,,2nd,ims,0,,A
17,17051,1705102,17,1751,175102,CALINTAAN,Mun,,,3rd,ims,0,,A
17,17051,1705103,17,1751,175103,LOOC,Mun,,,5th,ims,0,,A
17,17051,1705104,17,1751,175104,LUBANG,Mun,,,4th,ims,0,,A
17,17051,1705105,17,1751,175105,MAGSAYSAY,Mun,,,3rd,ims,0,,A
17,17051,1705106,17,1751,175106,MAMBURAO (CAPITAL),Mun,,,2nd,ims,0,,A
17,17051,1705107,17,1751,175107,PALUAN,Mun,,,3rd,ims,0,,A
17,17051,1705108,17,1751,175108,RIZAL,Mun,,,3rd,ims,0,,A
17,17051,1705109,17,1751,175109,SABLAYAN,Mun,,,1st,ims,0,,A
17,17051,1705110,17,1751,175110,SAN JOSE,Mun,,,1st,ims,0,,A
17,17051,1705111,17,1751,175111,SANTA CRUZ,Mun,,,1st,ims,0,,A
17,17052,1705201,17,1752,175201,BACO,Mun,,,3rd,ims,0,,A
17,17052,1705202,17,1752,175202,BANSUD,Mun,,,2nd,ims,0,,A
17,17052,1705203,17,1752,175203,BONGABONG,Mun,,,1st,ims,0,,A
17,17052,1705204,17,1752,175204,BULALACAO,Mun,San Pedro,,3rd,ims,0,,A
17,17052,1705205,17,1752,175205,CITY OF CALAPAN (CAPITAL),City,,CC,3rd,ims,0,,A
17,17052,1705206,17,1752,175206,GLORIA,Mun,,,3rd,ims,0,,A
17,17052,1705207,17,1752,175207,MANSALAY,Mun,,,2nd,ims,0,,A
17,17052,1705208,17,1752,175208,NAUJAN,Mun,,,1st,ims,0,,A
17,17052,1705209,17,1752,175209,PINAMALAYAN,Mun,,,1st,ims,0,,A
17,17052,1705210,17,1752,175210,POLA,Mun,,,3rd,ims,0,,A
17,17052,1705211,17,1752,175211,PUERTO GALERA,Mun,,,1st,ims,0,,A
17,17052,1705212,17,1752,175212,ROXAS,Mun,,,2nd,ims,0,,A
17,17052,1705213,17,1752,175213,SAN TEODORO,Mun,,,4th,ims,0,,A
17,17052,1705214,17,1752,175214,SOCORRO,Mun,,,3rd,ims,0,,A
17,17052,1705215,17,1752,175215,VICTORIA,Mun,,,2nd,ims,0,,A
17,17053,1705301,17,1753,175301,ABORLAN,Mun,,,1st,ims,0,,A
17,17053,1705302,17,1753,175302,AGUTAYA,Mun,,,5th,ims,0,,A
17,17053,1705303,17,1753,175303,ARACELI,Mun,,,4th,ims,0,,A
17,17053,1705304,17,1753,175304,BALABAC,Mun,,,2nd,ims,0,,A
17,17053,1705305,17,1753,175305,BATARAZA,Mun,,,1st,ims,0,,A
17,17053,1705306,17,1753,175306,BROOKE'S POINT,Mun,,,1st,ims,0,,A
17,17053,1705307,17,1753,175307,BUSUANGA,Mun,,,3rd,ims,0,,A
17,17053,1705308,17,1753,175308,CAGAYANCILLO,Mun,,,6th,ims,0,,A
17,17053,1705309,17,1753,175309,CORON,Mun,,,1st,ims,0,,A
17,17053,1705310,17,1753,175310,CUYO,Mun,,,4th,ims,0,,A
17,17053,1705311,17,1753,175311,DUMARAN,Mun,,,3rd,ims,0,,A
17,17053,1705312,17,1753,175312,EL NIDO,Mun,Bacuit,,1st,ims,0,,A
17,17053,1705313,17,1753,175313,LINAPACAN,Mun,,,5th,ims,0,,A
17,17053,1705314,17,1753,175314,MAGSAYSAY,Mun,,,5th,ims,0,,A
17,17053,1705315,17,1753,175315,NARRA,Mun,,,1st,ims,0,,A
17,17315,1731500,17,1753,175316,CITY OF PUERTO PRINCESA (CAPITAL),City,,HUC,1st,ims,0,,A
17,17053,1705317,17,1753,175317,QUEZON,Mun,,,1st,ims,0,,A
17,17053,1705318,17,1753,175318,ROXAS,Mun,,,1st,ims,0,,A
17,17053,1705319,17,1753,175319,SAN VICENTE,Mun,,,1st,ims,0,,A
17,17053,1705320,17,1753,175320,TAYTAY,Mun,,,1st,ims,0,,A
17,17053,1705321,17,1753,175321,KALAYAAN,Mun,,,5th,ims,0,,A
17,17053,1705322,17,1753,175322,CULION,Mun,,,3rd,ims,0,,A
17,17053,1705323,17,1753,175323,RIZAL,Mun,Marcos,,1st,ims,0,,A
17,17053,1705324,17,1753,175324,SOFRONIO ESPA?OLA,Mun,,,2nd,ims,0,,A
17,17059,1705901,17,1759,175901,ALCANTARA,Mun,,,5th,ims,0,,A
17,17059,1705902,17,1759,175902,BANTON,Mun,,,5th,ims,0,,A
17,17059,1705903,17,1759,175903,CAJIDIOCAN,Mun,,,4th,ims,0,,A
17,17059,1705904,17,1759,175904,CALATRAVA,Mun,,,5th,ims,0,,A
17,17059,1705905,17,1759,175905,CONCEPCION,Mun,,,6th,ims,0,,A
17,17059,1705906,17,1759,175906,CORCUERA,Mun,,,5th,ims,0,,A
17,17059,1705907,17,1759,175907,LOOC,Mun,,,4th,ims,0,,A
17,17059,1705908,17,1759,175908,MAGDIWANG,Mun,,,5th,ims,0,,A
17,17059,1705909,17,1759,175909,ODIONGAN,Mun,,,2nd,ims,0,,A
17,17059,1705910,17,1759,175910,ROMBLON (CAPITAL),Mun,,,3rd,ims,0,,A
17,17059,1705911,17,1759,175911,SAN AGUSTIN,Mun,,,4th,ims,0,,A
17,17059,1705912,17,1759,175912,SAN ANDRES,Mun,,,5th,ims,0,,A
17,17059,1705913,17,1759,175913,SAN FERNANDO,Mun,,,4th,ims,0,,A
17,17059,1705914,17,1759,175914,SAN JOSE,Mun,,,5th,ims,0,,A
17,17059,1705915,17,1759,175915,SANTA FE,Mun,,,5th,ims,0,,A
17,17059,1705916,17,1759,175916,FERROL,Mun,,,6th,ims,0,,A
17,17059,1705917,17,1759,175917,SANTA MARIA,Mun,Imelda,,5th,ims,0,,A
5,5005,500501,5,505,50501,BACACAY,Mun,,,2nd,ims,0,,A
5,5005,500502,5,505,50502,CAMALIG,Mun,,,1st,ims,0,,A
5,5005,500503,5,505,50503,DARAGA,Mun,Locsin,,1st,ims,0,,A
5,5005,500504,5,505,50504,GUINOBATAN,Mun,,,1st,ims,0,,A
5,5005,500505,5,505,50505,JOVELLAR,Mun,,,4th,ims,0,,A
5,5005,500506,5,505,50506,CITY OF LEGAZPI (CAPITAL),City,,CC,2nd,ims,0,,A
5,5005,500507,5,505,50507,LIBON,Mun,,,1st,ims,0,,A
5,5005,500508,5,505,50508,CITY OF LIGAO,City,,CC,4th,ims,0,,A
5,5005,500509,5,505,50509,MALILIPOT,Mun,,,4th,ims,0,,A
5,5005,500510,5,505,50510,MALINAO,Mun,,,3rd,ims,0,,A
5,5005,500511,5,505,50511,MANITO,Mun,,,4th,ims,0,,A
5,5005,500512,5,505,50512,OAS,Mun,,,1st,ims,0,,A
5,5005,500513,5,505,50513,PIO DURAN,Mun,,,3rd,ims,0,,A
5,5005,500514,5,505,50514,POLANGUI,Mun,,,1st,ims,0,,A
5,5005,500515,5,505,50515,RAPU-RAPU,Mun,,,3rd,ims,0,,A
5,5005,500516,5,505,50516,SANTO DOMINGO,Mun,Libog,,4th,ims,0,,A
5,5005,500517,5,505,50517,CITY OF TABACO,City,,CC,4th,ims,0,,A
5,5005,500518,5,505,50518,TIWI,Mun,,,1st,ims,0,,A
5,5016,501601,5,516,51601,BASUD,Mun,,,3rd,ims,0,,A
5,5016,501602,5,516,51602,CAPALONGA,Mun,,,3rd,ims,0,,A
5,5016,501603,5,516,51603,DAET (CAPITAL),Mun,,,1st,ims,0,,A
5,5016,501604,5,516,51604,SAN LORENZO RUIZ,Mun,Imelda,,5th,ims,0,,A
5,5016,501605,5,516,51605,JOSE PANGANIBAN,Mun,,,2nd,ims,0,,A
5,5016,501606,5,516,51606,LABO,Mun,,,1st,ims,0,,A
5,5016,501607,5,516,51607,MERCEDES,Mun,,,2nd,ims,0,,A
5,5016,501608,5,516,51608,PARACALE,Mun,,,3rd,ims,0,,A
5,5016,501609,5,516,51609,SAN VICENTE,Mun,,,5th,ims,0,,A
5,5016,501610,5,516,51610,SANTA ELENA,Mun,,,3rd,ims,0,,A
5,5016,501611,5,516,51611,TALISAY,Mun,,,4th,ims,0,,A
5,5016,501612,5,516,51612,VINZONS,Mun,,,3rd,ims,0,,A
5,5017,501701,5,517,51701,BAAO,Mun,,,3rd,ims,0,,A
5,5017,501702,5,517,51702,BALATAN,Mun,,,4th,ims,0,,A
5,5017,501703,5,517,51703,BATO,Mun,,,3rd,ims,0,,A
5,5017,501704,5,517,51704,BOMBON,Mun,,,5th,ims,0,,A
5,5017,501705,5,517,51705,BUHI,Mun,,,1st,ims,0,,A
5,5017,501706,5,517,51706,BULA,Mun,,,2nd,ims,0,,A
5,5017,501707,5,517,51707,CABUSAO,Mun,,,5th,ims,0,,A
5,5017,501708,5,517,51708,CALABANGA,Mun,,,1st,ims,0,,A
5,5017,501709,5,517,51709,CAMALIGAN,Mun,,,5th,ims,0,,A
5,5017,501710,5,517,51710,CANAMAN,Mun,,,4th,ims,0,,A
5,5017,501711,5,517,51711,CARAMOAN,Mun,,,2nd,ims,0,,A
5,5017,501712,5,517,51712,DEL GALLEGO,Mun,,,4th,ims,0,,A
5,5017,501713,5,517,51713,GAINZA,Mun,,,5th,ims,0,,A
5,5017,501714,5,517,51714,GARCHITORENA,Mun,,,4th,ims,0,,A
5,5017,501715,5,517,51715,GOA,Mun,,,2nd,ims,0,,A
5,5017,501716,5,517,51716,CITY OF IRIGA,City,,CC,4th,ims,0,,A
5,5017,501717,5,517,51717,LAGONOY,Mun,,,2nd,ims,0,,A
5,5017,501718,5,517,51718,LIBMANAN,Mun,,,1st,ims,0,,A
5,5017,501719,5,517,51719,LUPI,Mun,,,3rd,ims,0,,A
5,5017,501720,5,517,51720,MAGARAO,Mun,,,4th,ims,0,,A
5,5017,501721,5,517,51721,MILAOR,Mun,,,4th,ims,0,,A
5,5017,501722,5,517,51722,MINALABAC,Mun,,,3rd,ims,0,,A
5,5017,501723,5,517,51723,NABUA,Mun,,,1st,ims,0,,A
5,5017,501724,5,517,51724,CITY OF NAGA,City,,ICC,2nd,ims,0,,A
5,5017,501725,5,517,51725,OCAMPO,Mun,,,3rd,ims,0,,A
5,5017,501726,5,517,51726,PAMPLONA,Mun,,,4th,ims,0,,A
5,5017,501727,5,517,51727,PASACAO,Mun,,,3rd,ims,0,,A
5,5017,501728,5,517,51728,PILI (CAPITAL),Mun,,,1st,ims,0,,A
5,5017,501729,5,517,51729,PRESENTACION,Mun,Parubcan,,4th,ims,0,,A
5,5017,501730,5,517,51730,RAGAY,Mun,,,1st,ims,0,,A
5,5017,501731,5,517,51731,SAG?AY,Mun,,,4th,ims,0,,A
5,5017,501732,5,517,51732,SAN FERNANDO,Mun,,,4th,ims,0,,A
5,5017,501733,5,517,51733,SAN JOSE,Mun,,,4th,ims,0,,A
5,5017,501734,5,517,51734,SIPOCOT,Mun,,,1st,ims,0,,A
5,5017,501735,5,517,51735,SIRUMA,Mun,,,4th,ims,0,,A
5,5017,501736,5,517,51736,TIGAON,Mun,,,3rd,ims,0,,A
5,5017,501737,5,517,51737,TINAMBAC,Mun,,,1st,ims,0,,A
5,5020,502001,5,520,52001,BAGAMANOC,Mun,,,5th,ims,0,,A
5,5020,502002,5,520,52002,BARAS,Mun,,,5th,ims,0,,A
5,5020,502003,5,520,52003,BATO,Mun,,,5th,ims,0,,A
5,5020,502004,5,520,52004,CARAMORAN,Mun,,,3rd,ims,0,,A
5,5020,502005,5,520,52005,GIGMOTO,Mun,,,5th,ims,0,,A
5,5020,502006,5,520,52006,PANDAN,Mun,,,4th,ims,0,,A
5,5020,502007,5,520,52007,PANGANIBAN,Mun,Payo,,5th,ims,0,,A
5,5020,502008,5,520,52008,SAN ANDRES,Mun,Calolbon,,3rd,ims,0,,A
5,5020,502009,5,520,52009,SAN MIGUEL,Mun,,,5th,ims,0,,A
5,5020,502010,5,520,52010,VIGA,Mun,,,4th,ims,0,,A
5,5020,502011,5,520,52011,VIRAC (CAPITAL),Mun,,,1st,ims,0,,A
5,5041,504101,5,541,54101,AROROY,Mun,,,1st,ims,0,,A
5,5041,504102,5,541,54102,BALENO,Mun,,,4th,ims,0,,A
5,5041,504103,5,541,54103,BALUD,Mun,,,4th*,ims,0,,A
5,5041,504104,5,541,54104,BATUAN,Mun,,,5th,ims,0,,A
5,5041,504105,5,541,54105,CATAINGAN,Mun,,,2nd,ims,0,,A
5,5041,504106,5,541,54106,CAWAYAN,Mun,,,2nd,ims,0,,A
5,5041,504107,5,541,54107,CLAVERIA,Mun,,,3rd,ims,0,,A
5,5041,504108,5,541,54108,DIMASALANG,Mun,,,4th,ims,0,,A
5,5041,504109,5,541,54109,ESPERANZA,Mun,,,5th,ims,0,,A
5,5041,504110,5,541,54110,MANDAON,Mun,,,3rd,ims,0,,A
5,5041,504111,5,541,54111,CITY OF MASBATE (CAPITAL),City,,CC,4th,ims,0,,A
5,5041,504112,5,541,54112,MILAGROS,Mun,,,1st,ims,0,,A
5,5041,504113,5,541,54113,MOBO,Mun,,,4th,ims,0,,A
5,5041,504114,5,541,54114,MONREAL,Mun,,,4th,ims,0,,A
5,5041,504115,5,541,54115,PALANAS,Mun,,,4th,ims,0,,A
5,5041,504116,5,541,54116,PIO V. CORPUZ,Mun,Limbuhan,,4th,ims,0,,A
5,5041,504117,5,541,54117,PLACER,Mun,,,2nd,ims,0,,A
5,5041,504118,5,541,54118,SAN FERNANDO,Mun,,,5th*,ims,0,,A
5,5041,504119,5,541,54119,SAN JACINTO,Mun,,,4th,ims,0,,A
5,5041,504120,5,541,54120,SAN PASCUAL,Mun,,,3rd,ims,0,,A
5,5041,504121,5,541,54121,USON,Mun,,,3rd,ims,0,,A
5,5062,506202,5,562,56202,BARCELONA,Mun,,,5th,ims,0,,A
5,5062,506203,5,562,56203,BULAN,Mun,,,1st,ims,0,,A
5,5062,506204,5,562,56204,BULUSAN,Mun,,,4th,ims,0,,A
5,5062,506205,5,562,56205,CASIGURAN,Mun,,,4th,ims,0,,A
5,5062,506206,5,562,56206,CASTILLA,Mun,,,3rd,ims,0,,A
5,5062,506207,5,562,56207,DONSOL,Mun,,,3rd,ims,0,,A
5,5062,506208,5,562,56208,GUBAT,Mun,,,2nd,ims,0,,A
5,5062,506209,5,562,56209,IROSIN,Mun,,,2nd,ims,0,,A
5,5062,506210,5,562,56210,JUBAN,Mun,,,4th,ims,0,,A
